0,LATITUDE,LONGITUDE
133 CHANCELLOR ST,38.0378056,-78.50105959999999
150 MADISON LN,38.0377447,-78.50132049999999
129 CHANCELLOR ST,38.0374692,-78.50100979999999
138 MADISON LN,38.0375903,-78.50140929999999
127 CHANCELLOR ST,38.0373418,-78.5011652
125 CHANCELLOR ST,38.037097,-78.5011652
130 MADISON LN,38.0372814,-78.50158689999999
128 MADISON LN,38.0370702,-78.5016716
123 CHANCELLOR ST,38.03694249999999,-78.501254
1701 UNIVERSITY AVE,38.036264,-78.501667
136 MADISON LN,38.0374271,-78.50140929999999
1709 UNIVERSITY AVE,38.0367083,-78.502056
1827 UNIVERSITY AVE,38.0370443,-78.5026341
159 MADISON LN,38.0383422,-78.50158689999999
165 MADISON LN,38.0384151,-78.50149809999999
171 MADISON LN,38.0385886,-78.5012526
175 MADISON LN,38.0388098,-78.5011768
209 CHANCELLOR ST,38.0389279,-78.50132049999999
211 CHANCELLOR ST,38.0390679,-78.50149809999999
180 RUGBY RD,38.0392122,-78.50171999999999
170 RUGBY RD,38.0389347,-78.5018291
164 RUGBY RD,38.0387551,-78.50195719999999
166 RUGBY RD,38.038491,-78.50202999999999
0 UNIVERSITY AVE,38.0367289,-78.50338289999999
104 14TH ST NW,38.0344837,-78.4990789
1397 W MAIN ST,38.0342434,-78.49924469999999
1395 W MAIN ST,38.0335607,-78.4977068
1331 W MAIN ST,38.0340254,-78.49918989999999
1327-29 W MAIN ST,38.0339799,-78.4990301
1325 W MAIN ST,38.0339903,-78.4988347
1308 WERTLAND ST,38.034298,-78.49835
1300 WERTLAND ST,38.03428299999999,-78.4980801
1301-17 W MAIN ST,38.0338226,-78.4984783
1223 W MAIN ST,38.0335725,-78.4977028
110 13TH ST NW,38.033842,-78.49771
1252 WERTLAND ST,38.0341852,-78.497503
1250 WERTLAND ST,38.034056,-78.497371
1212 WERTLAND ST,38.0341577,-78.4969359
1200-06 WERTLAND ST,38.0340318,-78.4966397
1120 WERTLAND ST,38.0341438,-78.4961998
1110 WERTLAND ST,38.0340587,-78.4959573
1100 WERTLAND ST,38.0340999,-78.4957563
1010 WERTLAND ST,38.0338369,-78.4945954
1000 WERTLAND ST,38.0339151,-78.4942514
129 10TH ST NW,38.033387,-78.494618
118 10 1/2 ST NW,38.033221,-78.49480299999999
110 10 1/2 ST NW,38.0331193,-78.4949728
0 10TH ST NW,38.0373033,-78.49226879999999
1001 W MAIN ST,38.0328843,-78.4949032
1003 W MAIN ST,38.033113,-78.49534
1105 W MAIN ST,38.0334587,-78.4960948
1107 W MAIN ST,38.033205,-78.496331
1111-13 W MAIN ST,38.0333625,-78.4964763
1201 W MAIN ST,38.0336204,-78.49694819999999
1211-13 W MAIN ST,38.0333608,-78.4972602
1204 W MAIN ST,38.0328394,-78.49730330000001
117 11TH ST SW,38.0323225,-78.4970515
1200-02 W MAIN ST,38.032691,-78.496758
1102-1106 W MAIN ST,38.032585,-78.496228
1102 W MAIN ST,38.032585,-78.496228
1000 W MAIN ST,38.0323477,-78.4952169
112 11TH ST SW,38.0323269,-78.49561899999999
1018 W MAIN ST,38.0325642,-78.4955499
1002-06 W MAIN ST,38.032131,-78.495295
914-918 W MAIN ST,38.0322725,-78.494655
900 W MAIN ST,38.0321784,-78.4943291
120 11TH ST SW,38.0319053,-78.4961503
0 11TH ST SW,38.0323225,-78.4970515
1224 JEFFERSON PARK AVE,38.032962,-78.497925
1222 JEFFERSON PARK AVE,38.0326293,-78.49821229999999
1222 JEFFERSON PARK AVE & PARK,38.0326293,-78.49821229999999
1240 LEE ST,38.032383,-78.4989517
121-125 11TH ST SW,38.0317187,-78.4974482
1215 LEE ST,38.0311849,-78.4988225
100-104 OAKHURST CIR,38.0316104,-78.50720609999999
0 OAKHURST CIR,38.0318111,-78.50631410000001
1600 JEFFERSON PARK AVE,38.031753,-78.5073794
106 OAKHURST CIR,38.0313092,-78.5072241
108 OAKHURST CIR,38.030988,-78.507234
1620 JEFFERSON PARK AVE,38.0308262,-78.5079121
105 VALLEY RD,38.0304874,-78.5075792
110 OAKHURST CIR,38.0309478,-78.506869
2 GILDERSLEEVE WOOD,38.0305893,-78.5069578
6 GILDERSLEEVE WOOD,38.0303036,-78.5069578
8 GILDERSLEEVE WOOD,38.0300544,-78.5069134
111 VALLEY RD,38.0299117,-78.5075348
113 VALLEY RD,38.0297718,-78.5073572
12 GILDERSLEEVE WOOD,38.02975929999999,-78.5070243
9 GILDERSLEEVE WOOD,38.0295618,-78.5064695
209 VALLEY RD,38.0294292,-78.5067802
207 VALLEY RD,38.02936649999999,-78.5065583
205 VALLEY RD,38.0293038,-78.5063363
7 GILDERSLEEVE WOOD,38.029757,-78.5063807
5 GILDERSLEEVE WOOD,38.0300747,-78.50629200000002
3 GILDERSLEEVE WOOD,38.03027,-78.50620320000002
1 GILDERSLEEVE WOOD,38.030564,-78.506233
114 OAKHURST CIR,38.0310395,-78.5065583
116 OAKHURST CIR,38.0308645,-78.5060256
118 OAKHURST CIR,38.0312857,-78.5061588
120 OAKHURST CIR,38.031584,-78.506038
122 OAKHURST CIR,38.0318111,-78.50631410000001
1540 JEFFERSON PARK AVE,38.03174860000001,-78.505027
505 VALLEY RD,38.030662,-78.50562099999999
507 VALLEY RD,38.0303806,-78.5056705
513 VALLEY RD,38.0301446,-78.5057593
515 VALLEY RD,38.0299449,-78.5058037
521 VALLEY RD,38.02955,-78.5059369
523 VALLEY RD,38.0294207,-78.5059702
525 VALLEY RD,38.0292775,-78.50607
0 VALLEY RD,38.0295351,-78.5072911
0 VALLEY CIR,38.0288082,-78.5064822
536 VALLEY RD,38.0290838,-78.5070021
540 VALLEY RD,38.0291826,-78.50727959999999
140 VALLEY RD,38.0293317,-78.507446
139 VALLEY RD,38.0293892,-78.5076453
550 VALLEY RD,38.02945709999999,-78.5078899
552 VALLEY RD,38.0296334,-78.508023
1700 JEFFERSON PARK AVE,38.0302354,-78.5083337
1708 JEFFERSON PARK AVE,38.0298273,-78.5083337
554 VALLEY RD,38.0298222,-78.5081165
1712 JEFFERSON PARK AVE,38.0296233,-78.5083337
1714 JEFFERSON PARK AVE,38.0294951,-78.5086888
1718 JEFFERSON PARK AVE,38.029221,-78.50880200000002
110 MAYWOOD LN,38.0289208,-78.5082449
114 MAYWOOD LN,38.0288854,-78.5079496
118 MAYWOOD LN,38.0286209,-78.5078465
122 MAYWOOD LN,38.0284878,-78.5075792
128 MAYWOOD LN,38.028643,-78.50720799999999
126 MAYWOOD LN,38.028419,-78.507528
130 MAYWOOD LN,38.0282808,-78.5070032
132 MAYWOOD LN,38.0285778,-78.50695689999999
1 VALLEY CIR,38.028406,-78.5063363
7 VALLEY CIR,38.028496,-78.505994
528 VALLEY RD,38.0289015,-78.5059812
526 VALLEY RD,38.0290705,-78.5056262
524 VALLEY RD,38.0292293,-78.5055818
520 VALLEY RD,38.029429,-78.5055374
516 VALLEY RD,38.0297423,-78.5054042
514 VALLEY RD,38.0299011,-78.5053598
510 VALLEY RD,38.0301416,-78.5053154
506 VALLEY RD,38.03040720000001,-78.5052156
502 VALLEY RD,38.030595,-78.50511809999999
500 VALLEY RD,38.0307936,-78.5050523
1500 JEFFERSON PARK AVE,38.0317997,-78.5039561
411 BRANDON AVE,38.031492,-78.50410699999999
413-415 BRANDON AVE,38.031224,-78.50418479999999
417-419 BRANDON AVE,38.030956,-78.5042655
503 BRANDON AVE,38.030433,-78.504491
501 BRANDON AVE,38.03064,-78.50442699999999
408 VALLEY RD,38.030561,-78.504779
583 BRANDON AVE,38.0295445,-78.5049918
581 BRANDON AVE,38.029916,-78.504581
514 BRANDON AVE,38.0294722,-78.5039789
600 BRANDON AVE,38.0290599,-78.50499400000001
500 MONROE LN,38.0293139,-78.5035711
512 BRANDON AVE,38.02991,-78.503946
516-518 BRANDON AVE,38.0300367,-78.5037181
504 BRANDON AVE,38.03039,-78.50386600000002
436 BRANDON AVE,38.0305784,-78.50354
0 BRANDON AVE,38.0335529,-78.5079772
429 MONROE LN,38.0309508,-78.50338459999999
414 BRANDON AVE,38.03119,-78.503451
1432 JEFFERSON PARK AVE,38.0317142,-78.5031128
400-412 MONROE LN,38.0317167,-78.5026505
1408 JEFFERSON PARK AVE,38.0316981,-78.5024102
1404 JEFFERSON PARK AVE,38.0317331,-78.50215659999999
1400 JEFFERSON PARK AVE,38.0317859,-78.501907
225 JEANETTE LANCASTER WAY,38.0312954,-78.5021969
416-420 MONROE LN,38.0311463,-78.5026413
428 MONROE LN,38.030904,-78.50269999999999
435 MONROE LN,38.030781,-78.502758
200 JEANETTE LANCASTER WAY,38.0313667,-78.50147989999999
301 EMMET ST S,38.0374436,-78.50798100000002
309 EMMET ST S,38.0368406,-78.50790409999999
1908 LEWIS MOUNTAIN RD,38.0374882,-78.5079636
1910 LEWIS MOUNTAIN RD,38.0374839,-78.5086
1912 LEWIS MOUNTAIN RD,38.0375936,-78.5087291
1916 LEWIS MOUNTAIN RD,38.0376225,-78.509177
1918-20 LEWIS MOUNTAIN RD,38.03765509999999,-78.50947099999999
1922 LEWIS MOUNTAIN RD,38.0378018,-78.509754
1926 LEWIS MOUNTAIN RD,38.037806,-78.50992649999999
1928 LEWIS MOUNTAIN RD,38.037835,-78.5101761
1932 LEWIS MOUNTAIN RD,38.037869,-78.510415
1934 LEWIS MOUNTAIN RD,38.0379103,-78.5105694
1935 THOMSON RD,38.03742500000001,-78.5106138
1931 THOMSON RD,38.0373354,-78.51032529999999
1927 THOMSON RD,38.0373003,-78.5099702
1919 THOMSON RD,38.0372019,-78.509593
1917 THOMSON RD,38.0371713,-78.5092823
1915 THOMSON RD,38.0372057,-78.5090883
1913 THOMSON RD,38.0370701,-78.5089551
1901 THOMSON RD,38.036909,-78.5083559
1914 THOMSON RD,38.0365182,-78.5088471
1916 THOMSON RD,38.036496,-78.509354
1918 THOMSON RD,38.03668529999999,-78.5095264
1920 THOMSON RD,38.0368378,-78.5098521
1924 THOMSON RD,38.0368056,-78.5101256
1930 THOMSON RD,38.0369223,-78.5104807
1934 THOMSON RD,38.0369799,-78.51085789999999
0 THOMSON RD,38.0372752,-78.5110183
1940 THOMSON RD,38.0370914,-78.5113684
1942 THOMSON RD,38.0371585,-78.5116347
1946 THOMSON RD,38.0372256,-78.511901
301 KENT RD,38.0407373,-78.51552389999999
305 KENT RD,38.0404918,-78.5157237
309 KENT RD,38.0403279,-78.51592339999999
313 KENT RD,38.0400685,-78.5161897
317 KENT RD,38.03979169999999,-78.51627839999999
325 KENT RD,38.0395061,-78.51627839999999
323 KENT RD,38.0392525,-78.5161897
98 MIDMONT LN,38.0388374,-78.51605909999999
321 ALDERMAN RD,38.0390601,-78.5154795
316 KENT RD,38.0393676,-78.51570149999999
314 KENT RD,38.0396984,-78.51574579999999
310 KENT RD,38.0399213,-78.51552389999999
308 KENT RD,38.040099,-78.5152576
2110 MINOR RD,38.040322,-78.5150357
303 ALDERMAN RD,38.040064,-78.51447879999999
307 ALDERMAN RD,38.0398591,-78.51460840000001
309 ALDERMAN RD,38.039656,-78.5149026
315 ALDERMAN RD,38.03942869999999,-78.51508009999999
319 ALDERMAN RD,38.0392422,-78.5152576
316 ALDERMAN RD,38.0388565,-78.51478589999999
312 ALDERMAN RD,38.0391203,-78.514564
308 ALDERMAN RD,38.0393614,-78.51431989999999
306 ALDERMAN RD,38.0395661,-78.5141201
304 ALDERMAN RD,38.0397934,-78.5139426
2028 MINOR RD,38.0395908,-78.5135432
2026 MINOR RD,38.0394917,-78.5133656
2024 MINOR RD,38.03943,-78.513227
2020 MINOR RD,38.039338,-78.513052
2016 MINOR RD,38.0392716,-78.5127886
2014 MINOR RD,38.03908699999999,-78.512609
2012 MINOR RD,38.039101,-78.5123004
109 MINOR RD,38.039113,-78.512013
105 MINOR RD,38.03943,-78.51257919999999
103 MINOR RD,38.039129,-78.511701
2001 MINOR RD,38.0391359,-78.5114127
207 CAMERON LN,38.0388182,-78.5115015
1949 LEWIS MOUNTAIN RD,38.038623,-78.5115903
1951 LEWIS MOUNTAIN RD,38.0386944,-78.511901
1953 LEWIS MOUNTAIN RD,38.0387659,-78.5122117
1959 LEWIS MOUNTAIN RD,38.0386741,-78.5125223
1961 LEWIS MOUNTAIN RD,38.0387047,-78.51283300000001
1963 LEWIS MOUNTAIN RD,38.0386538,-78.5131437
1965 LEWIS MOUNTAIN RD,38.038621,-78.5134322
108 LEWIS MOUNTAIN CIR,38.0392732,-78.5136319
112 LEWIS MOUNTAIN CIR,38.0391157,-78.5132769
114 LEWIS MOUNTAIN CIR,38.0389117,-78.5132769
100 LEWIS MOUNTAIN CIR,38.0391406,-78.5139426
104 LEWIS MOUNTAIN CIR,38.0389184,-78.5139648
2003 LEWIS MOUNTAIN RD,38.038621,-78.51395900000001
2007 LEWIS MOUNTAIN RD,38.038568,-78.5143421
2011 LEWIS MOUNTAIN RD,38.0385578,-78.5146527
2013-15 LEWIS MOUNTAIN RD,38.0385444,-78.5150323
2012 LEWIS MOUNTAIN RD,38.0381562,-78.5147288
2014 LEWIS MOUNTAIN RD,38.0381083,-78.5148525
2010 LEWIS MOUNTAIN RD,38.03816,-78.514462
2004-06 LEWIS MOUNTAIN RD,38.0381978,-78.5138982
2008 LEWIS MOUNTAIN RD,38.0381832,-78.51416449999999
2000 LEWIS MOUNTAIN RD,38.0382356,-78.5134544
2002 LEWIS MOUNTAIN RD,38.0382167,-78.5136763
1964 LEWIS MOUNTAIN RD,38.03826,-78.513103
1962 LEWIS MOUNTAIN RD,38.038258,-78.512912
1960 LEWIS MOUNTAIN RD,38.03826,-78.512722
1956-58 LEWIS MOUNTAIN RD,38.0382476,-78.51246909999999
1954 LEWIS MOUNTAIN RD,38.038297,-78.5121118
1948 LEWIS MOUNTAIN RD,38.0382325,-78.5117678
1946 LEWIS MOUNTAIN RD,38.0381698,-78.5115459
1942 LEWIS MOUNTAIN RD,38.038094,-78.5111908
1938 LEWIS MOUNTAIN RD,38.03796790000001,-78.51094669999999
1939 THOMSON RD,38.0375686,-78.51103549999999
1941 THOMSON RD,38.037638,-78.511391
1943 THOMSON RD,38.0376437,-78.5115903
1945 THOMSON RD,38.03772900000001,-78.5118344
1947 THOMSON RD,38.0377779,-78.51212290000001
1951 THOMSON RD,38.03779979999999,-78.5123448
1953 THOMSON RD,38.0378894,-78.51263329999999
1955 THOMSON RD,38.0379157,-78.5128996
2001 THOMSON RD,38.0379189,-78.5138374
2043 THOMSON RD,38.0378459,-78.5146749
2025 THOMSON RD,38.0378787,-78.51438639999999
401 ALDERMAN RD,38.0382521,-78.515768
2040 THOMSON RD,38.0374255,-78.5143421
2000 THOMSON RD,38.03745019999999,-78.5137651
1966 THOMSON RD,38.0374968,-78.51341
1962 THOMSON RD,38.0374705,-78.5131437
1958 THOMSON RD,38.0374355,-78.5127886
1956 THOMSON RD,38.0373233,-78.512478
1948 THOMSON RD,38.0372744,-78.51218949999999
409 STADIUM RD,38.0316123,-78.50819760000002
104 STADIUM RD,38.0317549,-78.50845
102 STADIUM RD,38.0318844,-78.50871099999999
100 STADIUM RD,38.0316902,-78.5089843
106-114 STADIUM RD,38.03158,-78.509063
1705 JEFFERSON PARK AVE,38.0310278,-78.50861110000001
1707 JEFFERSON PARK AVE,38.0308461,-78.5087332
1713 JEFFERSON PARK AVE,38.03041899999999,-78.50903799999999
1709 JEFFERSON PARK AVE,38.0306187,-78.5089107
1715 JEFFERSON PARK AVE,38.0302409,-78.50917299999999
1717 JEFFERSON PARK AVE,38.0301364,-78.509399
1719 JEFFERSON PARK AVE,38.029899,-78.509259
206 MONTEBELLO CIR,38.0300064,-78.5095544
1721 JEFFERSON PARK AVE,38.02981,-78.509399
204 MONTEBELLO CIR,38.029877,-78.5096653
1723 JEFFERSON PARK AVE,38.029669,-78.50940899999999
1725 JEFFERSON PARK AVE,38.0295418,-78.5095765
201 MONTEBELLO CIR,38.029947,-78.510342
307 MONTEBELLO CIR,38.030012,-78.51044189999999
205 MONTEBELLO CIR,38.030154,-78.51016
207 MONTEBELLO CIR,38.030292,-78.50999
0 MONTEBELLO CIR,38.0300495,-78.509768
221 MONTEBELLO CIR,38.03099330000001,-78.509399
225 MONTEBELLO CIR,38.031225,-78.5092658
233-235 MONTEBELLO CIR,38.0314439,-78.50990689999999
333-335 STADIUM RD,38.0312386,-78.5100551
1700 STADIUM RD,38.0306697,-78.5096895
323 MONTEBELLO CIR,38.03063059999999,-78.5106861
325 MONTEBELLO CIR,38.030716,-78.51049900000001
311 MONTEBELLO CIR,38.0302313,-78.5107749
315 MONTEBELLO CIR,38.0303782,-78.5109191
317 MONTEBELLO CIR,38.030453,-78.511105
314 MONTEBELLO CIR,38.03011559999999,-78.5114629
312 MONTEBELLO CIR,38.0299851,-78.5111744
308 MONTEBELLO CIR,38.0298364,-78.510908
304 MONTEBELLO CIR,38.0296965,-78.5107305
300 MONTEBELLO CIR,38.0294392,-78.51039759999999
112 MONTEBELLO CIR,38.0292497,-78.5101313
106 MONTEBELLO CIR,38.029069,-78.50995379999999
1801 JEFFERSON PARK AVE,38.0287826,-78.5101535
1815 JEFFERSON PARK AVE,38.0284773,-78.51057519999999
1819 JEFFERSON PARK AVE,38.0282034,-78.5111078
1804 CHELSEA DR,38.02884299999999,-78.51166099999999
0 7TH ST,38.0304074,-78.49010109999999
116 CHELSEA DR,38.0291923,-78.5109968
112 CHELSEA DR,38.0289504,-78.5114407
114 CHELSEA DR,38.0290101,-78.5112187
1810 CHELSEA DR,38.0294094,-78.51113
109-111 CHELSEA DR,38.0294074,-78.5114464
104 DUNOVA CT,38.0297928,-78.51170700000002
100 DUNOVA CT,38.0299094,-78.512062
108 DUNOVA CT,38.0295618,-78.51164039999999
112 DUNOVA CT,38.0292798,-78.5118845
116 DUNOVA CT,38.02935129999999,-78.5121952
120 DUNOVA CT,38.0295276,-78.5123283
1814 STADIUM RD,38.029704,-78.5124615
1818 STADIUM RD,38.0294898,-78.5127722
128 SHAMROCK RD,38.0293815,-78.5126057
126 SHAMROCK RD,38.02914579999999,-78.5125946
124 SHAMROCK RD,38.0290526,-78.51242239999999
1802 CHELSEA DR,38.0288208,-78.5121952
110 SHAMROCK RD,38.0286313,-78.5119289
112 SHAMROCK RD,38.0283412,-78.5118845
106 SHAMROCK RD,38.028203,-78.511755
1821 JEFFERSON PARK AVE,38.02800310000001,-78.5113519
1905-09 JEFFERSON PARK AVE,38.0275588,-78.5119465
1901 JEFFERSON PARK AVE,38.027748,-78.5116626
100 HARMON ST,38.0272963,-78.5124615
104 HARMON ST,38.0276505,-78.5123283
105 SHAMROCK RD,38.0278515,-78.5118845
107 SHAMROCK RD,38.0279463,-78.5120177
109 HARMON ST,38.0277408,-78.5124171
110 HARMON ST,38.0278676,-78.5124615
109 SHAMROCK RD,38.028041,-78.5121508
111 SHAMROCK RD,38.0281358,-78.512284
112 HARMON ST,38.0279624,-78.5125946
118 HARMON ST,38.0285104,-78.5127722
114 HARMON ST,38.0280892,-78.512639
116 HARMON ST,38.0283064,-78.5127722
115 SHAMROCK RD,38.0284025,-78.5125059
122 HARMON ST,38.0287684,-78.5129053
120 HARMON ST,38.0286372,-78.5128166
124 HARMON ST,38.0287626,-78.5132604
121 SHAMROCK RD,38.02889080000001,-78.5129053
1900 STADIUM RD,38.0292435,-78.51317159999999
1904 STADIUM RD,38.0291342,-78.5133048
1906 STADIUM RD,38.0290249,-78.5134379
128 HARMON ST,38.0288868,-78.51338249999999
1912 STADIUM RD,38.0288603,-78.5138374
1914 STADIUM RD,38.028751,-78.5139705
1918 STADIUM RD,38.0286461,-78.5141481
123 WASHINGTON AVE,38.0283017,-78.5140704
121 WASHINGTON AVE,38.0281345,-78.51392609999999
121 HARMON ST,38.02842589999999,-78.5135711
119 WASHINGTON AVE,38.0280033,-78.5138374
119 HARMON ST,38.02824080000001,-78.5133492
117 HARMON ST,38.0279872,-78.5132604
117 WASHINGTON AVE,38.0278678,-78.5137042
113 WASHINGTON AVE,38.0277322,-78.5135711
115 HARMON ST,38.0278881,-78.5130829
113 HARMON ST,38.0277569,-78.5129941
111 WASHINGTON AVE,38.0275879,-78.5133492
111 HARMON ST,38.0276301,-78.5129497
107 WASHINGTON AVE,38.0274028,-78.5131272
105 WASHINGTON AVE,38.0272177,-78.5129053
101 WASHINGTON AVE,38.0270413,-78.5127722
2006 JEFFERSON PARK AVE,38.026274,-78.5130607
1918-20 JEFFERSON PARK AVE,38.0264292,-78.5126124
1910 JEFFERSON PARK AVE,38.0268765,-78.5122489
1904 JEFFERSON PARK AVE,38.02693259999999,-78.5114629
1900 JEFFERSON PARK AVE,38.027423,-78.5112631
1830 JEFFERSON PARK AVE,38.027506,-78.5108637
0 CARROLLTON TER,38.0275412,-78.51006149999999
121 CARROLLTON TER,38.0271007,-78.5100647
113 CARROLLTON TER,38.0274228,-78.5103261
109 CARROLLTON TER,38.0275652,-78.5100897
105 CARROLLTON TER,38.027675,-78.5105086
101 CARROLLTON TER,38.0277603,-78.5107527
100 CARROLLTON TER,38.0279958,-78.5102634
102 CARROLLTON TER,38.0278535,-78.51004250000001
106 CARROLLTON TER,38.0277405,-78.50993160000002
108 CARROLLTON TER,38.0276327,-78.5096653
114-116 CARROLLTON TER,38.0273408,-78.5096372
111 KENT TER,38.027774,-78.5094433
109 KENT TER,38.0278687,-78.5095765
107 KENT TER,38.0279591,-78.5096653
105 KENT TER,38.0280947,-78.5097984
101 KENT TER,38.0281938,-78.509976
102 KENT TER,38.02841240000001,-78.5097097
104 KENT TER,38.0283541,-78.5095321
106 KENT TER,38.028232,-78.5094323
108 KENT TER,38.0281646,-78.5092658
110 KENT TER,38.0280698,-78.50913270000001
1800 JEFFERSON PARK AVE,38.028643,-78.5090309
2401 FONTAINE AVE,38.0263028,-78.5189413
107 PIEDMONT AVE N,38.0264748,-78.5190301
109 PIEDMONT AVE N,38.026669,-78.51903000000001
113 PIEDMONT AVE N,38.0268465,-78.5190745
117 PIEDMONT AVE N,38.0271321,-78.5190745
119 PIEDMONT AVE N,38.0273066,-78.5190468
123 PIEDMONT AVE N,38.027308,-78.51907299999999
127 PIEDMONT AVE N,38.0277894,-78.5191188
131 PIEDMONT AVE N,38.0281203,-78.5191632
129 PIEDMONT AVE N,38.0280343,-78.5191188
133 PIEDMONT AVE N,38.0282835,-78.5191632
100 APPLE TREE RD,38.0262241,-78.5193851
130 APPLE TREE RD,38.0283141,-78.5194739
119 APPLE TREE RD,38.0282806,-78.5199621
117 APPLE TREE RD,38.0280358,-78.5199621
115 APPLE TREE RD,38.0277909,-78.5199621
113 APPLE TREE RD,38.0275191,-78.51989549999999
111 APPLE TREE RD,38.0272925,-78.5198733
109 APPLE TREE RD,38.027052,-78.5199177
107 APPLE TREE RD,38.0268662,-78.51989549999999
105 APPLE TREE RD,38.0266351,-78.5198289
103 APPLE TREE RD,38.0264493,-78.5198068
126-A APPLE TREE RD,38.02808,-78.5194719
2501 FONTAINE AVE,38.0262271,-78.5198289
126-B APPLE TREE RD,38.027957,-78.51946600000001
122 APPLE TREE RD,38.02778199999999,-78.51945099999999
120 APPLE TREE RD,38.027557,-78.51945169999999
116-118 APPLE TREE RD,38.0273303,-78.5194295
112 APPLE TREE RD,38.027087,-78.51940499999999
110 APPLE TREE RD,38.0268814,-78.5194295
106 APPLE TREE RD,38.0266774,-78.5194295
102 APPLE TREE RD,38.0264282,-78.5193851
2320 STADIUM RD,38.02835779999999,-78.518675
130 PIEDMONT AVE N,38.0281563,-78.51859739999999
128 PIEDMONT AVE N,38.0279774,-78.5185419
2318 STADIUM RD,38.0283768,-78.5184531
2316 STADIUM RD,38.0283593,-78.5182756
2205 STADIUM RD,38.0283418,-78.5180981
2203 STADIUM RD,38.0283884,-78.517743
2201 STADIUM RD,38.0283986,-78.51743239999999
209 MAURY AVE,38.0279832,-78.5169442
0 MAURY AVE,38.026868,-78.515952
0 STADIUM RD,38.0311032,-78.5136879
2307 PRICE AVE,38.0275153,-78.5171661
2305 PRICE AVE,38.0275481,-78.5168776
2303 PRICE AVE,38.027488,-78.5166756
2309 PRICE AVE,38.0274964,-78.517388
2311 PRICE AVE,38.0275365,-78.51758769999999
2313 PRICE AVE,38.0274103,-78.51773399999999
2315 PRICE AVE,38.027476,-78.51800930000002
2317 PRICE AVE,38.0272893,-78.5180812
2319 PRICE AVE,38.0274979,-78.5182312
2321 PRICE AVE,38.027479,-78.5184531
2323 PRICE AVE,38.0274921,-78.5185863
124 PIEDMONT AVE N,38.0277865,-78.518675
2322 PRICE AVE,38.0269659,-78.5186307
2320 PRICE AVE,38.027033,-78.51825699999999
2318 PRICE AVE,38.026869,-78.518238
2316 PRICE AVE,38.0269543,-78.5180981
2314 PRICE AVE,38.0269732,-78.5178762
2312 PRICE AVE,38.026866,-78.51772
2310 PRICE AVE,38.026868,-78.517544
2308 PRICE AVE,38.02687,-78.51737
0 PRICE AVE,38.02722139999999,-78.5174589
2306 PRICE AVE,38.026686,-78.51703289999999
2302 PRICE AVE,38.026995,-78.5168554
2300 PRICE AVE,38.0269367,-78.51667789999999
105 LEWIS ST,38.026685,-78.516736
121 MAURY AVE,38.0267523,-78.5162562
115-B MAURY AVE,38.0266779,-78.515787
113-115 MAURY AVE,38.0266784,-78.5157874
2201-03 FONTAINE AVE,38.0272239,-78.5176718
111 MAURY AVE,38.0264462,-78.5156349
2205-09 FONTAINE AVE,38.026288,-78.516072
2303 FONTAINE AVE,38.026176,-78.51674899999999
2305 FONTAINE AVE,38.026176,-78.5169535
2307 FONTAINE AVE,38.0261672,-78.51714210000002
2309 FONTAINE AVE,38.0261891,-78.517364
2311 FONTAINE AVE,38.02616140000001,-78.5174971
2313 FONTAINE AVE,38.026146,-78.5177252
2315 FONTAINE AVE,38.02612269999999,-78.51790280000002
2317 FONTAINE AVE,38.0261766,-78.5180359
2319 FONTAINE AVE,38.0261107,-78.51824979999999
2321 FONTAINE AVE,38.0260978,-78.5183847
2323 FONTAINE AVE,38.0261413,-78.51856049999999
2318 FONTAINE AVE,38.025637,-78.5181679
2322 FONTAINE AVE,38.0257353,-78.518352
2324 FONTAINE AVE,38.0257329,-78.5185419
2400 FONTAINE AVE,38.0257359,-78.5189857
103 PIEDMONT AVE S,38.0255594,-78.51891309999999
105 PIEDMONT AVE S,38.0253554,-78.51891309999999
107 PIEDMONT AVE S,38.0252104,-78.5188909
109 PIEDMONT AVE S,38.0250167,-78.5189003
111 PIEDMONT AVE S,38.0248083,-78.51885589999999
113 PIEDMONT AVE S,38.0268832,-78.51903779999999
117 PIEDMONT AVE S,38.0271013,-78.5190499
115 PIEDMONT AVE S,38.0244079,-78.5191145
111 MONTPELIER ST,38.0251936,-78.5184531
0 MONTPELIER ST,38.0253515,-78.5180146
115 MONTPELIER ST,38.02491,-78.51823
0 PIEDMONT AVE S,38.0252021,-78.5187203
114 MONTPELIER ST,38.0248463,-78.5177957
112 MONTPELIER ST,38.02505610000001,-78.5178379
110 MONTPELIER ST,38.0252034,-78.5177862
2316 FONTAINE AVE,38.0257096,-78.51784119999999
2314 FONTAINE AVE,38.02553169999999,-78.517743
108 MONTPELIER ST,38.0253667,-78.5177862
2312 FONTAINE AVE,38.0257102,-78.5174966
2308  FONTAINE AVE,38.0255672,-78.5173543
2306 FONTAINE AVE,38.0257414,-78.5171469
2304 FONTAINE AVE,38.0256962,-78.51699529999999
2302 FONTAINE AVE,38.025702,-78.516847
2300 FONTAINE AVE,38.0258294,-78.51666639999999
107 LEWIS ST,38.0250501,-78.51682199999999
108 LEWIS ST,38.0251578,-78.5158124
2210 FONTAINE AVE,38.0256096,-78.5162562
2208 FONTAINE AVE,38.025665,-78.5159899
2206 FONTAINE AVE,38.0256613,-78.51574579999999
2201 JEFFERSON PARK AVE,38.0256906,-78.5150507
